CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
0.25,58.4584,5133.3541,5.4646,3290.0864,623.1634,1214.6397
0.75,115.9087,3128.7798,5.9912,1826.4996,488.8337,807.4552
1.25,45.0196,1673.9977,5.3684,901.5718,289.5395,477.518
1.75,20.6017,1034.6438,6.3777,514.6997,194.8714,318.695
2.25,15.0262,674.639,6.1899,311.1933,139.7917,217.4642
2.75,14.0453,464.9165,6.2184,189.4768,111.0248,158.1965
3.25,13.6077,347.526,6.8953,120.1434,99.185,121.3023
3.75,14.1759,277.3857,6.657,78.2419,94.7277,97.759
4.25,15.3787,235.4418,7.1668,51.5452,96.7931,79.9367
4.75,16.7495,205.6915,7.7491,33.4213,99.9098,64.6112
5.25,18.2641,183.0391,8.3946,20.1198,101.4315,53.0932
5.75,19.0544,161.7704,9.0986,11.5229,95.9916,45.1572
6.25,18.3607,140.2991,11.4963,4.7197,87.4204,36.6627
6.75,20.2529,118.1844,11.876,0.7159,77.4893,28.1032
7.25,20.2341,100.1999,10.3349,0.0,68.1338,21.7312
7.75,18.4535,85.8197,8.6449,0.0,59.24,17.9349
8.25,16.2526,71.564,7.6561,0.0,49.3682,14.5397
8.75,14.3125,61.9271,6.5105,0.0,43.2395,12.177
9.25,13.0628,54.0197,5.8539,0.0,37.6531,10.5127
9.75,12.5626,48.2267,5.1731,0.0,33.6999,9.3538
10.25,12.9561,45.216,4.8174,0.0,32.0698,8.3288
10.75,13.0552,41.7567,4.2573,0.0,30.1149,7.3846
11.25,12.9027,39.3855,3.8377,0.0,29.1761,6.3718
11.75,13.5877,37.3012,3.5121,0.0,27.8886,5.9006
12.25,13.915,35.0928,3.2508,0.0,26.6991,5.143
12.75,13.5786,32.8946,2.9761,0.0,25.1029,4.8156
13.25,13.1254,30.004,2.6921,0.0,22.9736,4.3384
13.75,12.9349,27.2699,2.4339,0.0,20.6671,4.1689
14.25,13.1138,24.913,2.3889,0.0,18.7951,3.729
14.75,12.6742,22.8463,2.2135,0.0,17.2574,3.3753
15.25,12.5567,20.4628,2.1223,0.0,15.4204,2.9201
15.75,11.7877,18.4477,1.8921,0.0,13.9199,2.6357
16.25,11.7683,16.3448,1.7793,0.0,12.2033,2.3623
16.75,11.7494,14.7312,1.6742,0.0,10.8179,2.2391
17.25,11.2631,12.6393,1.5576,0.0,9.1197,1.962
17.75,11.2507,11.1649,1.5195,0.0,7.8177,1.8277
18.25,11.5184,10.0865,1.4122,0.0,7.0256,1.6487
18.75,11.8529,9.2454,1.378,0.0,6.3345,1.533
19.25,12.1001,8.4982,1.2836,0.0,5.6681,1.5465
19.75,12.2897,7.7795,1.2457,0.0,5.1522,1.3816
20.25,12.7596,7.079,1.21,0.0,4.5967,1.2723
20.75,12.2231,6.5887,1.1273,0.0,4.3264,1.135
21.25,12.0578,6.205,1.1178,0.0,4.0143,1.0729
21.75,11.964,5.778,1.078,0.0,3.6528,1.0473
22.25,11.9253,5.3474,0.9893,0.0,3.2909,1.0672
22.75,12.2,5.0228,0.9818,0.0,2.9837,1.0573
23.25,12.1321,4.4005,0.9445,0.0,2.4691,0.9869
23.75,12.4559,4.1432,0.945,0.0,2.1804,1.0177
24.25,11.8836,3.5719,0.8738,0.0,1.7301,0.9681
24.75,11.0121,3.1788,0.8518,0.0,1.3828,0.9442
25.25,10.3151,2.8508,0.83,0.0,1.1433,0.8775
25.75,9.5738,2.5564,0.8435,0.0,0.8962,0.8167
26.25,9.0971,2.2734,0.7848,0.0,0.7479,0.7406
26.75,8.401,2.0182,0.7527,0.0,0.6148,0.6508
27.25,8.2683,1.8656,0.7411,0.0,0.4786,0.6459
27.75,8.0338,1.6954,0.7391,0.0,0.4193,0.537
28.25,7.8331,1.5389,0.6742,0.0,0.3445,0.5203
28.75,7.6169,1.3877,0.6252,0.0,0.2876,0.4748
29.25,7.2622,1.3234,0.5995,0.0,0.2828,0.4411
29.75,6.8244,1.1993,0.5668,0.0,0.2197,0.4128
30.25,6.4564,1.1985,0.5745,0.0,0.2102,0.4138
30.75,6.4256,1.1194,0.5431,0.0,0.1865,0.3899
31.25,6.2657,1.024,0.518,0.0,0.1641,0.3419
31.75,5.8297,0.9781,0.4696,0.0,0.1484,0.3601
32.25,5.5001,0.9069,0.448,0.0,0.1334,0.3255
32.75,4.9504,0.8763,0.4623,0.0,0.1218,0.2923
33.25,4.5828,0.8296,0.422,0.0,0.1104,0.2973
33.75,4.3003,0.7972,0.4265,0.0,0.1033,0.2674
34.25,4.0751,0.7076,0.3799,0.0,0.0786,0.2491
34.75,3.7194,0.7135,0.4184,0.0,0.0614,0.2337
35.25,3.5179,0.6565,0.3702,0.0,0.0545,0.2318
35.75,3.4227,0.6002,0.3517,0.0,0.0461,0.2024
36.25,3.102,0.5819,0.3535,0.0,0.0406,0.1877
36.75,2.9362,0.5818,0.3567,0.0,0.0431,0.1821
37.25,2.7916,0.5295,0.325,0.0,0.0385,0.1661
37.75,2.6667,0.498,0.3111,0.0,0.0327,0.1543
38.25,2.4299,0.5212,0.3374,0.0,0.0303,0.1535
38.75,2.306,0.4872,0.3173,0.0,0.0356,0.1343
39.25,2.2564,0.4751,0.3069,0.0,0.0345,0.1337
39.75,2.064,0.4554,0.292,0.0,0.0281,0.1354
40.25,1.9686,0.4216,0.2677,0.0,0.0362,0.1178
40.75,1.9102,0.4466,0.2939,0.0,0.0359,0.1168
41.25,1.8161,0.4131,0.2753,0.0,0.0258,0.112
41.75,1.7038,0.3921,0.2698,0.0,0.0275,0.0949
42.25,1.6456,0.3703,0.2554,0.0,0.0274,0.0874
42.75,1.5309,0.3806,0.2624,0.0,0.0238,0.0944
43.25,1.5992,0.3647,0.256,0.0,0.0272,0.0815
43.75,1.4791,0.3478,0.2398,0.0,0.0304,0.0775
44.25,1.5059,0.3376,0.2313,0.0,0.0261,0.0802
44.75,1.4857,0.326,0.2338,0.0,0.0233,0.069
45.25,1.4212,0.3039,0.2082,0.0,0.024,0.0718
45.75,1.454,0.3192,0.2199,0.0,0.0316,0.0678
46.25,1.4122,0.2948,0.213,0.0,0.0223,0.0595
46.75,1.4131,0.2831,0.1992,0.0,0.0232,0.0607
47.25,1.3185,0.2621,0.18,0.0,0.0231,0.059
47.75,1.2494,0.2697,0.1958,0.0,0.0186,0.0553
48.25,1.1683,0.2592,0.1849,0.0,0.0212,0.0531
48.75,1.1958,0.2375,0.1681,0.0,0.0204,0.049
49.25,1.1665,0.2574,0.1873,0.0,0.0154,0.0548
49.75,1.1701,0.2438,0.1759,0.0,0.0196,0.0484
