,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-145815.12490037194,0.0
1,-137967.1150805921,1.0
2,-129966.61055359992,2.0
3,-123404.94025624225,3.0
4,-117796.46392336747,4.0
5,-112983.87097007858,5.0
6,-108778.0904482611,6.0
7,-104996.89559821929,7.0
8,-101620.61906189648,8.0
9,-98521.93945911503,9.0
10,-95610.92949758699,10.0
11,-92954.63605447393,11.0
12,-90463.9324401548,12.0
13,-88104.50849937797,13.0
14,-85951.68039132218,14.0
15,-83882.2233188206,15.0
16,-81956.35526993277,16.0
17,-80104.26237779412,17.0
18,-78341.1645482165,18.0
19,-76642.82816073879,19.0
20,-75021.95003326882,20.0
21,-73484.87982764776,21.0
22,-71995.57848411189,22.0
23,-70567.94670098391,23.0
24,-69226.87593391743,24.0
25,-67925.56310906014,25.0
26,-66650.9298833532,26.0
27,-65413.93049916727,27.0
28,-64249.299762734205,28.0
29,-63143.069996736485,29.0
30,-62007.69772783235,30.0
31,-60985.80835973405,31.0
32,-59976.02217537344,32.0
33,-58990.21751180279,33.0
34,-58039.720674731885,34.0
35,-57096.43961262655,35.0
36,-56238.50249353309,36.0
37,-55368.41798099809,37.0
38,-54514.45182886259,38.0
39,-53729.80405176678,39.0
40,-52917.0431194976,40.0
41,-52122.2590500921,41.0
42,-51428.19041164545,42.0
43,-50712.438683392196,43.0
44,-49975.07495524888,44.0
45,-49316.135806305545,45.0
46,-48645.466438500094,46.0
47,-48001.62380075826,47.0
48,-47377.866462923324,48.0
49,-46727.702059567346,49.0
50,-46196.36454374068,50.0
51,-45551.14841850148,51.0
52,-44965.88908200759,52.0
53,-44418.123301949745,53.0
54,-43901.98164157741,54.0
55,-43392.574503082484,55.0
56,-42835.87346668815,56.0
57,-42329.05924524637,57.0
58,-41883.80492909005,58.0
59,-41338.287276707335,59.0
60,-40942.27206768198,60.0
61,-40371.5281599939,61.0
62,-39981.586539426164,62.0
63,-39615.31923230317,63.0
64,-39112.84569993741,64.0
65,-38709.9932177968,65.0
66,-38215.60917482311,66.0
67,-37838.4140701403,67.0
68,-37537.87377967704,68.0
69,-37165.20993211629,69.0
70,-36741.51199175735,70.0
71,-36378.254947969,71.0
72,-36001.91093244976,72.0
73,-35683.71761567572,73.0
74,-35388.42213851947,74.0
75,-34954.85232288692,75.0
76,-34719.16687840194,76.0
77,-34368.12915386698,77.0
78,-34041.34199060398,78.0
79,-33668.35641028954,79.0
80,-33474.69490890536,80.0
81,-33152.88267181954,81.0
82,-32924.08018191993,82.0
83,-32666.37519505289,83.0
84,-32448.249034224853,84.0
85,-32172.015501639304,85.0
86,-31880.079632454846,86.0
87,-31687.021981756832,87.0
88,-31500.33163798088,88.0
89,-31258.927666171774,89.0
90,-31050.00165979596,90.0
91,-30865.02010964324,91.0
92,-30688.583620203,92.0
93,-30413.406704219153,93.0
94,-30131.08431922133,94.0
95,-30098.34474203574,95.0
96,-29913.224162931485,96.0
97,-29830.24663592417,97.0
98,-29882.647625105576,98.0
99,-29656.385015658525,99.0
100,-29526.228798846838,100.0
101,-29505.00660001731,101.0
102,-29463.47666125257,102.0
103,-29494.871317081368,103.0
104,-29351.767201454506,104.0
105,-29363.306247611155,105.0
106,-29382.2133063933,106.0
107,-29485.770670370428,107.0
108,-29618.429011529377,108.0
109,-29420.163455239202,109.0
110,-29324.667736209125,110.0
111,-29459.181112156988,111.0
112,-29500.73732304751,112.0
113,-29743.22771103478,113.0
114,-29843.71522333474,114.0
115,-30057.480616433742,115.0
116,-30301.520506036934,116.0
117,-30541.76137469572,117.0
118,-30954.913152759345,118.0
119,-31360.74878412045,119.0
120,-31606.90771824261,120.0
121,-32496.603907218534,121.0
122,-33577.46331222554,122.0
123,-34204.51548596593,123.0
124,-35169.928430060594,124.0
125,-36517.38511588146,125.0
126,-38360.5769135761,126.0
127,-39939.66414614584,127.0
128,-42629.547942849305,128.0
129,-45583.54741043188,129.0
130,-48811.35914346914,130.0
131,-53311.29448953341,131.0
132,-58035.92486903702,132.0
133,-60729.037723454945,133.0
134,-54039.588917500194,134.0
135,-49870.31432313397,135.0
136,-46059.165872498124,136.0
137,-42572.478827952655,137.0
138,-39767.04137963097,138.0
139,-37512.82670347175,139.0
140,-35915.301657260876,140.0
141,-34098.482445928865,141.0
142,-32523.68425881175,142.0
143,-31297.684459398854,143.0
144,-30535.14512739099,144.0
145,-29718.77735465863,145.0
146,-28668.41736048346,146.0
147,-27595.557261426897,147.0
148,-26954.236351079457,148.0
149,-26401.006504686444,149.0
150,-25859.177559947944,150.0
151,-25167.534774440708,151.0
152,-24835.515819747332,152.0
153,-24589.843206676724,153.0
154,-24056.32623932987,154.0
155,-23712.903283394375,155.0
156,-23187.73746284907,156.0
157,-22817.532768382076,157.0
158,-22372.656864503613,158.0
159,-22167.859753309527,159.0
160,-21714.647824641568,160.0
161,-21370.64520589981,161.0
162,-21018.655084934442,162.0
163,-20994.727548952196,163.0
164,-20590.6076178368,164.0
165,-20451.505150902904,165.0
166,-19999.095325071165,166.0
167,-19546.42881393899,167.0
168,-19493.61097182289,168.0
169,-19255.77068323049,169.0
170,-18878.36408873837,170.0
171,-18897.402468342527,171.0
172,-18509.588577001872,172.0
173,-18340.74109546852,173.0
174,-18273.267997476454,174.0
175,-18113.571748147253,175.0
176,-17881.420792400153,176.0
177,-17641.39344871902,177.0
178,-17244.283891565567,178.0
179,-17102.986051747266,179.0
180,-17055.265206436463,180.0
181,-16939.47565576281,181.0
182,-16709.45953035566,182.0
183,-16752.120303943124,183.0
184,-16379.617276343319,184.0
185,-16281.567892694617,185.0
186,-15987.876345482688,186.0
187,-15826.615388915534,187.0
188,-15707.142503792673,188.0
189,-15548.218449567343,189.0
190,-15343.1448252389,190.0
191,-15082.119584503158,191.0
192,-15018.436924809996,192.0
193,-14787.538437301508,193.0
194,-14668.88177257809,194.0
195,-14537.408260629527,195.0
196,-14480.194810831179,196.0
197,-14212.354985647407,197.0
198,-14119.15631666468,198.0
199,-13971.780779928884,199.0
200,-13844.320507972701,200.0
201,-13665.859688599314,201.0
202,-13311.720164841763,202.0
203,-13228.541895925573,203.0
204,-13202.477701796244,204.0
205,-13068.339876930138,205.0
206,-13114.798662363224,206.0
207,-13012.636056676438,207.0
208,-12808.753662269415,208.0
209,-12935.797808119434,209.0
210,-12770.274704262094,210.0
211,-12663.937568038771,211.0
212,-12861.18594616996,212.0
213,-13126.133184796625,213.0
214,-12923.829216248487,214.0
215,-12517.528546129783,215.0
216,-12383.84515890959,216.0
217,-12024.555234309053,217.0
218,-11763.971779871248,218.0
219,-11730.358018570294,219.0
220,-11573.395293945312,220.0
221,-11386.507699522588,221.0
222,-11289.719851141628,222.0
223,-11141.287898613718,223.0
224,-10845.443960645647,224.0
225,-10859.702965056487,225.0
226,-10753.461088766931,226.0
227,-10567.3944081612,227.0
228,-10615.527046863257,228.0
229,-10588.850526127222,229.0
230,-10595.699676189108,230.0
231,-10391.491821597694,231.0
232,-10247.723461664647,232.0
233,-10160.371496321613,233.0
234,-10242.688998862504,234.0
235,-10114.76424989498,235.0
236,-9809.096099188822,236.0
237,-9781.771602972327,237.0
238,-9837.439320818788,238.0
239,-9665.793579707773,239.0
240,-9491.919731549096,240.0
241,-9247.373727434999,241.0
242,-9043.15279351708,242.0
243,-9060.733477993284,243.0
244,-8985.545627447542,244.0
245,-8975.062248248418,245.0
246,-8904.86031157859,246.0
247,-8937.60873051842,247.0
248,-8798.09339208377,248.0
249,-8771.99708920495,249.0
250,-8650.249019880746,250.0
251,-8787.808162792035,251.0
252,-8777.495819617194,252.0
253,-8942.776214161076,253.0
254,-8726.813594106547,254.0
255,-8628.512896621396,255.0
256,-8488.966703684571,256.0
257,-8034.626365397692,257.0
258,-7964.309644565881,258.0
259,-7955.095940395305,259.0
260,-7945.050040530645,260.0
261,-7882.304820307715,261.0
262,-7784.533932860874,262.0
263,-7792.69002640606,263.0
264,-7590.018965573191,264.0
265,-7465.635914748352,265.0
266,-7421.785630391265,266.0
267,-7455.543520579417,267.0
268,-7431.399857357714,268.0
269,-7175.847041384094,269.0
270,-7080.018508176729,270.0
271,-7110.5208530024365,271.0
272,-7009.385971308851,272.0
273,-6852.375391717321,273.0
274,-6813.813577724124,274.0
275,-6710.852008096212,275.0
276,-6664.7270638620475,276.0
277,-6642.197602883325,277.0
278,-6639.411900161774,278.0
279,-6530.663108293882,279.0
280,-6715.198565282755,280.0
281,-6456.674915045649,281.0
282,-6414.493710320682,282.0
283,-6198.154355545211,283.0
284,-6147.140974376663,284.0
285,-6166.652090115842,285.0
286,-6263.179037529935,286.0
287,-6071.796141212771,287.0
288,-6013.384496572588,288.0
289,-5979.440123242919,289.0
290,-5856.68365557897,290.0
291,-5978.399493082461,291.0
292,-5976.430208104971,292.0
293,-6217.376355731124,293.0
294,-5973.175767898591,294.0
295,-5674.886785521927,295.0
296,-4925.769871943142,296.0
297,-5039.831580570811,297.0
298,-4875.990662641789,298.0
299,-4935.523331557395,299.0
300,-4748.227502814725,300.0
301,-4714.307761118644,301.0
302,-4482.332200818349,302.0
303,-4379.705426872823,303.0
304,-4421.726306461587,304.0
305,-4711.473217270989,305.0
306,-4514.112378392317,306.0
307,-4499.53945469257,307.0
308,-4509.505362038217,308.0
309,-4550.5271087103365,309.0
310,-4470.449825116627,310.0
311,-4483.839936135529,311.0
312,-4663.109813816323,312.0
313,-4707.494605636587,313.0
314,-4625.106415264218,314.0
315,-4989.229551414885,315.0
316,-4955.94213280161,316.0
317,-4438.420966464171,317.0
318,-3933.0421286724704,318.0
319,-3630.3186995609362,319.0
320,-3553.639996196203,320.0
321,-3623.2254192040896,321.0
322,-3667.2627369099987,322.0
323,-3684.6156100236635,323.0
324,-3645.8100544609033,324.0
325,-3638.663131497068,325.0
326,-3483.607761990114,326.0
327,-3444.3172859997057,327.0
328,-3591.5374598817994,328.0
329,-3360.7794499890097,329.0
330,-3120.967220700943,330.0
331,-3220.3071105067875,331.0
332,-3415.8608256445054,332.0
333,-3441.485877512337,333.0
334,-3174.4596599471074,334.0
335,-3351.416274176962,335.0
336,-2877.5698200454667,336.0
337,-2648.478792992291,337.0
338,-2525.950850389291,338.0
339,-2507.2236783200397,339.0
340,-2573.1265002841583,340.0
341,-2484.71197616391,341.0
342,-2485.7021532262047,342.0
343,-2411.949336441197,343.0
344,-2350.4218709424836,344.0
345,-2528.488971251742,345.0
346,-2457.564416015142,346.0
347,-2295.4274478151715,347.0
348,-2320.081149827004,348.0
349,-2280.4610869499643,349.0
350,-2176.4170151973844,350.0
351,-1883.9665012278485,351.0
352,-2091.2302965756444,352.0
353,-2061.142594588824,353.0
354,-2047.650948165889,354.0
355,-2264.4308821635445,355.0
356,-2684.645152744017,356.0
357,-2338.550228630988,357.0
358,-1916.6577309477307,358.0
359,-1699.0651961056685,359.0
360,-1367.5978596897621,360.0
361,-1238.9295727615297,361.0
362,-860.6638543451603,362.0
363,-456.56907806412016,363.0
364,-708.017710393802,364.0
365,-1062.7950364976816,365.0
366,-967.1500412595942,366.0
367,-1473.8255665294078,367.0
368,-1578.5239565156382,368.0
369,-1222.5849454107463,369.0
370,-1036.6730672946728,370.0
371,-1038.6184156191173,371.0
372,-740.8032118158673,372.0
373,-794.5996337646741,373.0
374,-503.7407931789405,374.0
375,-485.2394479767746,375.0
376,129.4538325848489,376.0
377,-130.27343494862217,377.0
378,-196.41956805596345,378.0
379,-290.7722234644284,379.0
380,-449.3168146927818,380.0
381,-333.9021088230516,381.0
382,-345.69796102481956,382.0
383,-244.0753725400452,383.0
384,-210.96257981332343,384.0
385,-68.20546295893305,385.0
386,-396.9458933479774,386.0
387,-424.3779057266381,387.0
388,-515.36970281733,388.0
389,-503.3827348689764,389.0
390,-249.00765552003656,390.0
391,-194.6211108645835,391.0
392,-258.38927326219897,392.0
393,-189.74259936782735,393.0
394,-195.2437747495243,394.0
395,-372.47501396149016,395.0
396,-271.3170578421246,396.0
397,306.2655118209744,397.0
398,737.4084854925525,398.0
399,866.7721227061901,399.0
400,983.1204736161832,400.0
401,1115.6145180779135,401.0
402,842.9108781122144,402.0
403,688.4011387374206,403.0
404,692.5637060750253,404.0
405,520.1113173799178,405.0
406,438.78369146352173,406.0
407,388.15205182245654,407.0
408,547.3837598882967,408.0
409,546.6201148884242,409.0
410,515.9862029698065,410.0
411,683.4156799475669,411.0
412,749.4720630570871,412.0
413,666.7634345201474,413.0
414,665.1520438335331,414.0
415,980.6506759106071,415.0
416,870.3010278438311,416.0
417,1026.3302400412729,417.0
418,1072.2704692749778,418.0
419,932.8219566920708,419.0
420,954.2669287625273,420.0
421,676.6592890833326,421.0
422,673.9460738144317,422.0
423,590.1420556817064,423.0
424,1065.1349297755144,424.0
425,782.0644053210724,425.0
426,833.4603060392177,426.0
427,948.8041650157131,427.0
428,974.7013632432445,428.0
429,1187.9101876452514,429.0
430,1090.1277183761015,430.0
431,1334.299767261043,431.0
432,1657.5397053579748,432.0
433,1754.8658073225163,433.0
434,1772.3186789057243,434.0
435,2018.611304710628,435.0
436,2180.1206199947355,436.0
437,2161.576142201701,437.0
438,2135.22883574981,438.0
439,2101.9555102670483,439.0
440,2038.2381367152523,440.0
441,2402.071726142427,441.0
442,2366.8306237097995,442.0
443,2173.8935596172373,443.0
444,1846.5673353064722,444.0
445,2102.0085999417283,445.0
446,2303.778937205487,446.0
447,2527.605116057961,447.0
448,2818.6302855642944,448.0
449,3316.696923249601,449.0
450,3766.7335040474773,450.0
451,4243.620928652715,451.0
452,3948.8959415391796,452.0
453,3617.052781973778,453.0
454,3217.6253619821996,454.0
455,3046.3007297565946,455.0
456,2939.5361741121947,456.0
457,2958.371060741963,457.0
458,3104.7644966887383,458.0
459,2842.1757714449527,459.0
460,3288.9046870213565,460.0
461,3030.63847302852,461.0
462,3367.035680151467,462.0
463,3167.2101083289626,463.0
464,2892.488394124138,464.0
465,2693.0316011786144,465.0
466,2604.353048410153,466.0
467,2685.423308781916,467.0
468,3263.4069366324925,468.0
469,3310.9383390024955,469.0
470,3308.5915290715884,470.0
471,3273.929916867795,471.0
472,3527.3910548570207,472.0
473,3433.8519209079736,473.0
474,3691.5997993916535,474.0
475,3734.4151379317045,475.0
476,3563.039621974097,476.0
477,3670.522422129002,477.0
478,3493.834759470416,478.0
479,3915.783521914863,479.0
480,4173.983224047412,480.0
481,4048.1540425106555,481.0
482,4017.8117343598606,482.0
483,4443.2316188203595,483.0
484,4037.8318025543986,484.0
485,3815.9166832951023,485.0
486,3849.1954637229805,486.0
487,3773.6308822804076,487.0
488,3496.755294495314,488.0
489,3837.2569913547377,489.0
490,3657.563297085312,490.0
491,3730.2019163139116,491.0
492,3890.7473428955714,492.0
493,3664.2157231839005,493.0
494,3605.6856893224326,494.0
495,3736.1042827245697,495.0
